IP,OpenPorts,Software,OperatingSystem,Details,Message
192.168.1.183,"756,477,437,674",Apache,Ubuntu 20.04,Security anomaly detected without a matching known threat signature,Activity did not match known attack signatures but triggered alert
192.168.1.125,"60,589,193",PostgreSQL,Ubuntu 20.04,Traffic overload observed on port 80 from unusual number of external sources,Service unavailable due to repeated requests from multiple IPs
192.168.1.176,2413,PostgreSQL,CentOS 7,Security anomaly detected without a matching known threat signature,Activity did not match known attack signatures but triggered alert
192.168.1.30,"4,204,539,287,415,380",MySQL,Debian 11,Suspicious email content includes request to click link and update credentials,User received an email urging them to reset password via suspicious link
192.168.1.40,"97,419,198,269,213,000,000",OpenSSH,Ubuntu 20.04,Traffic overload observed on port 80 from unusual number of external sources,Service unavailable due to repeated requests from multiple IPs
192.168.1.163,4916,MySQL,Debian 11,Security anomaly detected without a matching known threat signature,Activity did not match known attack signatures but triggered alert
192.168.1.135,"648,841,943,480",PHP,CentOS 7,Unauthorized access attempt using SQL keywords targeting database login,Detected SQL query with suspicious keywords such as 'UNION SELECT' or '-- comment'
192.168.1.34,5510,Apache,CentOS 7,Security anomaly detected without a matching known threat signature,Activity did not match known attack signatures but triggered alert
192.168.1.144,"825,659,721,342,664,000",Nginx,Ubuntu 20.04,Log files show execution of malicious binary with system privileges,Antivirus detected Trojan.Win32.Generic malware signature
192.168.1.165,"8,253,860,029,835,350,000",Node.js,Debian 11,Traffic overload observed on port 80 from unusual number of external sources,Service unavailable due to repeated requests from multiple IPs
192.168.1.88,"6,574,840,676,125,380",OpenSSH,Red Hat Enterprise Linux,Traffic overload observed on port 80 from unusual number of external sources,Service unavailable due to repeated requests from multiple IPs
192.168.1.126,2135,Apache,CentOS 7,Log files show execution of malicious binary with system privileges,Antivirus detected Trojan.Win32.Generic malware signature
192.168.1.123,"6,926,360",Nginx,Windows Server 2019,Log files show execution of malicious binary with system privileges,Antivirus detected Trojan.Win32.Generic malware signature
192.168.1.208,"31,096,253",MySQL,Red Hat Enterprise Linux,Suspicious email content includes request to click link and update credentials,User received an email urging them to reset password via suspicious link
192.168.1.34,1451,PostgreSQL,Debian 11,Log files show execution of malicious binary with system privileges,Antivirus detected Trojan.Win32.Generic malware signature
192.168.1.167,"2,777,275,559,015,170,000",PHP,Ubuntu 20.04,Security anomaly detected without a matching known threat signature,Activity did not match known attack signatures but triggered alert
192.168.1.62,"388,830,071,125",MySQL,Windows Server 2019,Traffic overload observed on port 80 from unusual number of external sources,Service unavailable due to repeated requests from multiple IPs
192.168.1.79,5241,Node.js,Ubuntu 20.04,Log files show execution of malicious binary with system privileges,Antivirus detected Trojan.Win32.Generic malware signature
192.168.1.119,"87,955,250,277,042,500,000",Nginx,Red Hat Enterprise Linux,Security anomaly detected without a matching known threat signature,Activity did not match known attack signatures but triggered alert
192.168.1.208,"47,192,313,878,732,100,000",PostgreSQL,Ubuntu 20.04,Security anomaly detected without a matching known threat signature,Activity did not match known attack signatures but triggered alert
192.168.1.85,5001,MySQL,Ubuntu 20.04,Suspicious email content includes request to click link and update credentials,User received an email urging them to reset password via suspicious link
192.168.1.23,"778,671,832,660",Node.js,Windows Server 2019,Security anomaly detected without a matching known threat signature,Activity did not match known attack signatures but triggered alert
192.168.1.107,"15,672,031,831,855,700,000",PostgreSQL,Windows Server 2019,Log files show execution of malicious binary with system privileges,Antivirus detected Trojan.Win32.Generic malware signature
192.168.1.214,"539,520,942,963",PHP,Red Hat Enterprise Linux,Unauthorized access attempt using SQL keywords targeting database login,Detected SQL query with suspicious keywords such as 'UNION SELECT' or '-- comment'
192.168.1.206,"1,329,689,438,449,820,000",PHP,Red Hat Enterprise Linux,Log files show execution of malicious binary with system privileges,Antivirus detected Trojan.Win32.Generic malware signature
192.168.1.68,8101,OpenSSH,Ubuntu 20.04,Suspicious email content includes request to click link and update credentials,User received an email urging them to reset password via suspicious link
192.168.1.227,"4,699,559,562,235,610",Apache,Ubuntu 20.04,Log files show execution of malicious binary with system privileges,Antivirus detected Trojan.Win32.Generic malware signature
192.168.1.120,"53,803,369",PostgreSQL,CentOS 7,Unauthorized access attempt using SQL keywords targeting database login,Detected SQL query with suspicious keywords such as 'UNION SELECT' or '-- comment'
192.168.1.148,"319,913,829,010",Node.js,Ubuntu 20.04,Suspicious email content includes request to click link and update credentials,User received an email urging them to reset password via suspicious link
192.168.1.32,"9,970,330,753,419,870",PHP,CentOS 7,Unauthorized access attempt using SQL keywords targeting database login,Detected SQL query with suspicious keywords such as 'UNION SELECT' or '-- comment'
192.168.1.7,"93,198,530",MySQL,CentOS 7,Suspicious email content includes request to click link and update credentials,User received an email urging them to reset password via suspicious link
192.168.1.78,2066,PHP,Debian 11,Unauthorized access attempt using SQL keywords targeting database login,Detected SQL query with suspicious keywords such as 'UNION SELECT' or '-- comment'
192.168.1.201,"5,458,874",Nginx,Windows Server 2019,Traffic overload observed on port 80 from unusual number of external sources,Service unavailable due to repeated requests from multiple IPs
192.168.1.180,"569,860,955,127,102,000",MySQL,CentOS 7,Log files show execution of malicious binary with system privileges,Antivirus detected Trojan.Win32.Generic malware signature
192.168.1.47,"48,922,095,661,812,000,000",Apache,Debian 11,Suspicious email content includes request to click link and update credentials,User received an email urging them to reset password via suspicious link
192.168.1.194,"61,744,422,179,125,300,000",OpenSSH,CentOS 7,Unauthorized access attempt using SQL keywords targeting database login,Detected SQL query with suspicious keywords such as 'UNION SELECT' or '-- comment'
192.168.1.160,1788,Apache,Debian 11,Traffic overload observed on port 80 from unusual number of external sources,Service unavailable due to repeated requests from multiple IPs
192.168.1.68,"9,028,701,367,631,650,000",Nginx,CentOS 7,Unauthorized access attempt using SQL keywords targeting database login,Detected SQL query with suspicious keywords such as 'UNION SELECT' or '-- comment'
192.168.1.201,"94,058,060,556,443,000,000",Nginx,Debian 11,Security anomaly detected without a matching known threat signature,Activity did not match known attack signatures but triggered alert
192.168.1.134,"35,242,799,615,435,800,000",MySQL,Red Hat Enterprise Linux,Unauthorized access attempt using SQL keywords targeting database login,Detected SQL query with suspicious keywords such as 'UNION SELECT' or '-- comment'
192.168.1.167,"6,546,947,391,637,920",Node.js,Ubuntu 20.04,Security anomaly detected without a matching known threat signature,Activity did not match known attack signatures but triggered alert
192.168.1.52,698,Nginx,Ubuntu 20.04,Log files show execution of malicious binary with system privileges,Antivirus detected Trojan.Win32.Generic malware signature
192.168.1.81,"51,615,753",Node.js,CentOS 7,Security anomaly detected without a matching known threat signature,Activity did not match known attack signatures but triggered alert
192.168.1.131,"4,749,359,368,665,990",Nginx,Red Hat Enterprise Linux,Log files show execution of malicious binary with system privileges,Antivirus detected Trojan.Win32.Generic malware signature
192.168.1.109,4527,Nginx,Debian 11,Log files show execution of malicious binary with system privileges,Antivirus detected Trojan.Win32.Generic malware signature
192.168.1.88,"4,422,395",Node.js,Red Hat Enterprise Linux,Traffic overload observed on port 80 from unusual number of external sources,Service unavailable due to repeated requests from multiple IPs
